conceptId	en	current_ru	status	suggested_ru	reason	source_basis
FMA64829	scalene muscle	Лестничная мышца мышца	OK	Лестничная мышца мышца	checked: no structural quality flags	FMA; pattern consistency
FMA64875	anterior suboccipital muscle	Передняя подзатылочная мышца	OK	Передняя подзатылочная мышца	checked: no structural quality flags	FMA; pattern consistency
FMA64916	thenar muscle	Тенар мышца	OK	Тенар мышца	checked: no structural quality flags	FMA; pattern consistency
FMA64917	hypothenar muscle	Гипотенар мышца	OK	Гипотенар мышца	checked: no structural quality flags	FMA; pattern consistency
FMA64922	gluteal muscle	Ягодичная мышца	OK	Ягодичная мышца	checked: no structural quality flags	FMA; pattern consistency
FMA64989	heterogeneous cluster	Хэтэрогэнэоус клустэр	OK	Хэтэрогэнэоус клустэр	checked: no structural quality flags	FMA; pattern consistency
FMA64990	organ part cluster	Орган часть клустэр	OK	Орган часть клустэр	checked: no structural quality flags	FMA; pattern consistency
FMA65004	superficial muscle of posterior compartment of leg	Поверхностная мышца задняя компартмент голень	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA65008	deep muscle of posterior compartment of leg	Глубокая мышца задняя компартмент голень	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA65014	right flexor hallucis longus	Правый сгибатель большого пальца стопы длинная	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA65015	left flexor hallucis longus	Левый сгибатель большого пальца стопы длинная	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA65016	right flexor digitorum longus	Правый сгибатель пальцев длинная	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA65017	left flexor digitorum longus	Левый сгибатель пальцев длинная	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA65018	right tibialis posterior	Правый тибиалис задняя	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA65019	left tibialis posterior	Левый тибиалис задняя	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA65020	intrinsic muscle of foot	Собственная мышца стопы	OK	Собственная мышца стопы	checked: no structural quality flags	FMA; pattern consistency
FMA65045	intrinsic muscle of dorsum of foot	Собственная мышца тыла стопы	OK	Собственная мышца тыла стопы	checked: no structural quality flags	FMA; pattern consistency
FMA65046	intrinsic muscle of plantar part of foot	Собственная мышца подошвенной части стопы	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA65132	nerve	Нерв	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA65198	superficial head of right flexor pollicis brevis	Поверхностная головка правый сгибатель большого пальца кисти короткая	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA65199	superficial head of left flexor pollicis brevis	Поверхностная головка левый сгибатель большого пальца кисти короткая	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA65410	intermediate tendon	Промежуточная сухожилие	OK	Промежуточная сухожилие	checked: no structural quality flags	FMA; pattern consistency
FMA65470	proximal phalanx of left thumb	Проксимальная фаланга левый тумб	FIX	Проксимальная фаланга Левая тумб	laterality	FMA; pattern consistency
FMA65539	subdivision of parasympathetic nervous system	Подразделение парасимпатическая нервная система	OK	Подразделение парасимпатическая нервная система	checked: no structural quality flags	FMA; pattern consistency
FMA65551	subdivisionof autonomic nervous system	Субдивисионоф вегетативная нервная система	OK	Субдивисионоф вегетативная нервная система	checked: no structural quality flags	FMA; pattern consistency
