conceptId	en	current_ru	latin_ta	english_ta	mapping_status	confidence
FMA61841	amygdala	Миндалевидное тело	corpus amygdaloideum	amygdaloid body	EXACT	1.00
FMA61842	septum of telencephalon	Перегородка тэлэнкэфалон			NO_MATCH	0.00
FMA61857	superior frontal gyrus	Верхняя лобная извилина	gyrus frontalis superior	superior frontal gyrus	EXACT	1.00
FMA61859	middle frontal gyrus	Средняя лобная извилина	gyrus frontalis medius	middle frontal gyrus	EXACT	1.00
FMA61860	inferior frontal gyrus	Нижняя лобная извилина	gyrus frontalis inferior	inferior frontal gyrus	EXACT	1.00
FMA61894	precentral gyrus	Прэкэнтрал извилина	gyrus precentralis	precentral gyrus	EXACT	1.00
FMA61896	postcentral gyrus	Посткэнтрал извилина	gyrus postcentralis	postcentral gyrus	EXACT	1.00
FMA61897	supramarginal gyrus	Супрамаргинал извилина	gyrus supramarginalis	supramarginal gyrus	EXACT	1.00
FMA61898	angular gyrus	Угловая извилина	gyrus angularis	angular gyrus	EXACT	1.00
FMA61899	superior parietal lobule	Верхняя теменная лобулэ	lobulus parietalis superior	superior parietal lobule	EXACT	1.00
FMA61906	middle temporal gyrus	Средняя височная извилина	gyrus temporalis medius	middle temporal gyrus	EXACT	1.00
FMA61907	inferior temporal gyrus	Нижняя височная извилина	gyrus temporalis inferior	inferior temporal gyrus	EXACT	1.00
FMA61908	fusiform gyrus	Фусиформ извилина			NO_MATCH	0.00
FMA61918	parahippocampal gyrus	Парахиппокампал извилина	gyrus parahippocampalis	parahippocampal gyrus	EXACT	1.00
FMA61934	choroid plexus of cerebral hemisphere	Сосудистая оболочка плэксус мозговая полушарие			NO_MATCH	0.00
FMA61950	internal capsule	Внутренняя капсула	capsula interna	internal capsule	EXACT	1.00
FMA61961	anterior commissure	Передняя спайка	commissura anterior	anterior commissure	EXACT	1.00
FMA61965	fornix of forebrain	Свод передний мозг			NO_MATCH	0.00
FMA61970	commissure of fornix of forebrain	Комиссура свод передний мозг			NO_MATCH	0.00
FMA61974	stria terminalis	Стриа тэрминалис	stria terminalis	stria terminalis	EXACT	1.00
FMA61975	lamina terminalis	Пластинка тэрминалис	lamina terminalis	lamina terminalis	EXACT	1.00
FMA61993	midbrain	Средний мозг	mesencephalon	midbrain	EXACT	1.00
FMA61996	segment of forebrain	Сегмент передний мозг			NO_MATCH	0.00
FMA61997	segment of midbrain	Сегмент средний мозг			NO_MATCH	0.00
FMA61998	segment of hindbrain	Сегмент задний мозг			NO_MATCH	0.00
FMA62004	medulla oblongata	Продолговатый мозг облонгата	medulla oblongata	medulla oblongata	EXACT	1.00
FMA62007	thalamus	Таламус	thalamus	thalamus	EXACT	1.00
FMA62008	hypothalamus	Гипоталамус	hypothalamus	hypothalamus	EXACT	1.00
FMA62032	habenula	Хабэнула	habenula	habenula	EXACT	1.00
FMA62033	pineal body	Шишковидное тело	glandula pinealis	pineal gland	EXACT	1.00
FMA62045	optic chiasm	Зрительный хиазма	chiasma opticum	optic chiasm	EXACT	1.00
FMA62046	optic tract	Зрительный проводящий путь	tractus opticus	optic tract	EXACT	1.00
FMA62072	posterior commissure	Задняя комиссура	commissura posterior	posterior commissure	EXACT	1.00
FMA62080	stria medullaris of thalamus	Стриа мэдулларис таламус			NO_MATCH	0.00
FMA62209	lateral geniculate body	Латеральная гэникулатэ тело	corpus geniculatum laterale	lateral geniculate body	EXACT	1.00
FMA62211	medial geniculate body	Медиальная гэникулатэ тело	corpus geniculatum mediale	medial geniculate body	EXACT	1.00
FMA62327	tuber cinereum	Тубэр кинэрэум	tuber cinereum	tuber cinereum	EXACT	1.00
FMA62374	segment of telencephalon	Сегмент тэлэнкэфалон			NO_MATCH	0.00
FMA62382	right optic tract	Правый зрительный проводящий путь	tractus opticus	optic tract	PROBABLE	0.86
FMA62394	peduncle of midbrain	Пэдунклэ средний мозг			NO_MATCH	0.00
FMA62398	segment of midbrain tectum	Сегмент средний мозг покрышка			NO_MATCH	0.00
FMA62403	superior colliculus	Верхняя колликулус	colliculus superior	superior colliculus	EXACT	1.00
FMA62404	inferior colliculus	Нижняя колликулус	colliculus inferior	inferior colliculus	EXACT	1.00
FMA62434	cingulate gyrus	Кингулатэ извилина	gyrus cinguli	cingulate gyrus	EXACT	1.00
FMA62445	commissure of diencephalon	Комиссура диэнкэфалон			NO_MATCH	0.00
FMA62466	capsule of cerebral hemisphere	Капсула мозговая полушарие			NO_MATCH	0.00
FMA62493	hippocampus	Гиппокамп	hippocampus	hippocampus	EXACT	1.00
FMA62504	tributary of deep palmar venous arch	Приток глубокая ладонная венозная дуга			NO_MATCH	0.00
FMA62506	dorsal venous network of right hand	Тыльная венозная нэтворк правый кисть	rete venosum dorsale manus	dorsal venous network of hand	PROBABLE	0.86
FMA62507	dorsal venous network of left hand	Тыльная венозная нэтворк левый кисть	rete venosum dorsale manus	dorsal venous network of hand	PROBABLE	0.86
FMA62512	trunk of systemic vein	Туловище системная вена			NO_MATCH	0.00
FMA62514	basal ganglion of telencephalon	Базальный ганглий конечного мозга			NO_MATCH	0.00
FMA62955	anatomical entity	Анатомическая сущность			NO_MATCH	0.00
FMA63103	pancreatic duct tree	Поджелудочная проток дерево			NO_MATCH	0.00
FMA63120	parenchyma of pancreas	Парэнчйма поджелудочная железа			NO_MATCH	0.00
FMA63812	set of arteries	Совокупность артерии			NO_MATCH	0.00
FMA63814	set of veins	Совокупность вены			NO_MATCH	0.00
FMA63822	posterior intercostal arteries	Задняя межрёберная артерии	arteriae intercostales posteriores	posterior intercostal arteries	EXACT	1.00
FMA64796	region of serous membrane	Область серозная оболочка			NO_MATCH	0.00
FMA64822	superficial muscle of neck	Поверхностная мышца шейка			NO_MATCH	0.00
FMA64829	scalene muscle	Лестничная мышца мышца			NO_MATCH	0.00
FMA64875	anterior suboccipital muscle	Передняя подзатылочная мышца			NO_MATCH	0.00
FMA64916	thenar muscle	Тенар мышца			NO_MATCH	0.00
FMA64917	hypothenar muscle	Гипотенар мышца			NO_MATCH	0.00
FMA64922	gluteal muscle	Ягодичная мышца			NO_MATCH	0.00
FMA64989	heterogeneous cluster	Хэтэрогэнэоус клустэр			NO_MATCH	0.00
FMA64990	organ part cluster	Орган часть клустэр			NO_MATCH	0.00
FMA65004	superficial muscle of posterior compartment of leg	Поверхностная мышца задняя компартмент голень			NO_MATCH	0.00
FMA65008	deep muscle of posterior compartment of leg	Глубокая мышца задняя компартмент голень			NO_MATCH	0.00
FMA65014	right flexor hallucis longus	Правый сгибатель большого пальца стопы длинная	flexor longus hallucis	flexor hallucis longus	PROBABLE	0.86
FMA65015	left flexor hallucis longus	Левый сгибатель большого пальца стопы длинная	flexor longus hallucis	flexor hallucis longus	PROBABLE	0.86
FMA65016	right flexor digitorum longus	Правый сгибатель пальцев длинная	flexor longus digitorum	flexor digitorum longus	PROBABLE	0.86
FMA65017	left flexor digitorum longus	Левый сгибатель пальцев длинная	flexor longus digitorum	flexor digitorum longus	PROBABLE	0.86
FMA65018	right tibialis posterior	Правый тибиалис задняя			NO_MATCH	0.00
FMA65019	left tibialis posterior	Левый тибиалис задняя			NO_MATCH	0.00
FMA65020	intrinsic muscle of foot	Собственная мышца стопы			NO_MATCH	0.00
FMA65045	intrinsic muscle of dorsum of foot	Собственная мышца тыла стопы			NO_MATCH	0.00
FMA65046	intrinsic muscle of plantar part of foot	Собственная мышца подошвенной части стопы			NO_MATCH	0.00
FMA65132	nerve	Нерв	nervus	nerve	EXACT	1.00
FMA65198	superficial head of right flexor pollicis brevis	Поверхностная головка правый сгибатель большого пальца кисти короткая	caput superficiale flexoris brevis pollicis	superficial head of flexor pollicis brevis	PROBABLE	0.86
FMA65199	superficial head of left flexor pollicis brevis	Поверхностная головка левый сгибатель большого пальца кисти короткая	caput superficiale flexoris brevis pollicis	superficial head of flexor pollicis brevis	PROBABLE	0.86
FMA65410	intermediate tendon	Промежуточная сухожилие	tendo intermedius	intermediate tendon	EXACT	1.00
FMA65470	proximal phalanx of left thumb	Проксимальная фаланга левый тумб			NO_MATCH	0.00
FMA65539	subdivision of parasympathetic nervous system	Подразделение парасимпатическая нервная система			NO_MATCH	0.00
FMA65551	subdivisionof autonomic nervous system	Субдивисионоф вегетативная нервная система			NO_MATCH	0.00
FMA66241	first posterior intercostal artery	Первая задняя межрёберная артерия	arteria intercostalis posterior prima	first posterior intercostal artery	EXACT	1.00
FMA66242	right first posterior intercostal artery	Правый первая задняя межрёберная артерия	arteria intercostalis posterior prima	first posterior intercostal artery	PROBABLE	0.86
FMA66243	left first posterior intercostal artery	Левый первая задняя межрёберная артерия	arteria intercostalis posterior prima	first posterior intercostal artery	PROBABLE	0.86
FMA66267	variant systemic artery	Вариантная системная артерия			NO_MATCH	0.00
FMA66320	thoracodorsal artery	Торакодорсал артерия	arteria thoracodorsalis	thoracodorsal artery	EXACT	1.00
FMA66321	right thoracodorsal artery	Правый торакодорсал артерия	arteria thoracodorsalis	thoracodorsal artery	PROBABLE	0.86
FMA66322	left thoracodorsal artery	Левый торакодорсал артерия	arteria thoracodorsalis	thoracodorsal artery	PROBABLE	0.86
FMA66326	pulmonary artery	Лёгочный артерия			NO_MATCH	0.00
FMA66327	branch of right coronary artery	Ветвь правой коронарной артерии			NO_MATCH	0.00
FMA66328	branch of left coronary artery	Ветвь левой коронарной артерии			NO_MATCH	0.00
FMA66332	zone of artery	Зона артерия			NO_MATCH	0.00
FMA66358	trunk of superior mesenteric artery	Туловище верхняя брыжеечная артерия			NO_MATCH	0.00
FMA66362	trunk of renal artery	Туловище почечная артерия			NO_MATCH	0.00
FMA66363	trunk of right renal artery	Туловище правый почечная артерия			NO_MATCH	0.00
FMA66364	trunk of left renal artery	Туловище левый почечная артерия			NO_MATCH	0.00
FMA66403	anterior interventricular vein	Передняя межжелудочковая вена	vena interventricularis anterior	anterior interventricular vein	EXACT	1.00
FMA66464	systemic artery	Системная артерия			NO_MATCH	0.00
FMA66562	trunk of thoraco-acromial artery	Ствол грудоакромиальной артерии			NO_MATCH	0.00
FMA66563	trunk of right thoraco-acromial artery	Ствол правой грудоакромиальной артерии			NO_MATCH	0.00
